,time,precipitation,location_cluster,year,month,day,week_of_year,day_of_week,day_of_year,quarter,season,month_cos,day_of_week_cos
239,1968-12-31,52555.00096035749,0,1968,12,31,1,1,366,4,Winter,1.0,0.6234898018587336
240,1969-01-31,44389.800735257566,0,1969,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
241,1969-02-28,21997.600341126323,0,1969,2,28,9,4,59,1,Winter,0.5000000000000001,-0.9009688679024191
242,1969-03-31,15774.200266703963,0,1969,3,31,14,0,90,1,Spring,6.123233995736766e-17,1.0
243,1969-04-30,18602.80023164302,0,1969,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
244,1969-05-31,9928.400164335966,0,1969,5,31,22,5,151,2,Spring,-0.8660254037844387,-0.2225209339563146
245,1969-06-30,9114.10013064742,0,1969,6,30,27,0,181,2,Summer,-1.0,1.0
246,1969-07-31,1636.2000222429633,0,1969,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
247,1969-08-31,2595.0000322535634,0,1969,8,31,35,6,243,3,Summer,-0.5000000000000004,0.6234898018587334
248,1969-09-30,18216.000296488404,0,1969,9,30,40,1,273,3,Fall,-1.8369701987210297e-16,0.6234898018587336
249,1969-10-31,17424.600339449942,0,1969,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
250,1969-11-30,17551.800254181027,0,1969,11,30,48,6,334,4,Fall,0.8660254037844384,0.6234898018587334
251,1969-12-31,43194.6006404683,0,1969,12,31,1,2,365,4,Winter,1.0,-0.22252093395631434
252,1970-01-31,55016.700964681804,0,1970,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
253,1970-02-28,18285.000270940363,0,1970,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
254,1970-03-31,15821.10023086518,0,1970,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
255,1970-04-30,24224.200470626354,0,1970,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
256,1970-05-31,6795.200121514499,0,1970,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
257,1970-06-30,3458.8000875487924,0,1970,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
258,1970-07-31,2291.600028067827,0,1970,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
259,1970-08-31,732.2000114843249,0,1970,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
260,1970-09-30,12354.000225327909,0,1970,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
261,1970-10-31,20823.40033259988,0,1970,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
262,1970-11-30,35334.10053372383,0,1970,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
263,1970-12-31,51159.20086222142,0,1970,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
264,1971-01-31,53832.4009783417,0,1971,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
265,1971-02-28,26083.800356186926,0,1971,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
266,1971-03-31,40307.90071935952,0,1971,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
267,1971-04-30,15822.400301508605,0,1971,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
268,1971-05-31,9086.50018721819,0,1971,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
269,1971-06-30,11565.900180190802,0,1971,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
270,1971-07-31,2438.6000386103988,0,1971,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
271,1971-08-31,4910.900123290718,0,1971,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
272,1971-09-30,15384.700269646943,0,1971,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
273,1971-10-31,19717.40027192235,0,1971,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
274,1971-11-30,36854.70065326989,0,1971,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
275,1971-12-31,47865.20086833835,0,1971,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
276,1972-01-31,46100.500872023404,0,1972,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
277,1972-02-29,37155.50055010617,0,1972,2,29,9,1,60,1,Winter,0.5000000000000001,0.6234898018587336
278,1972-03-31,37582.40068394691,0,1972,3,31,13,4,91,1,Spring,6.123233995736766e-17,-0.9009688679024191
279,1972-04-30,26278.70050112158,0,1972,4,30,17,6,121,2,Spring,-0.4999999999999998,0.6234898018587334
280,1972-05-31,5689.200090050697,0,1972,5,31,22,2,152,2,Spring,-0.8660254037844387,-0.22252093395631434
281,1972-06-30,5115.600092053413,0,1972,6,30,26,4,182,2,Summer,-1.0,-0.9009688679024191
282,1972-07-31,7399.000167325139,0,1972,7,31,31,0,213,3,Summer,-0.8660254037844388,1.0
283,1972-08-31,2610.900042049587,0,1972,8,31,35,3,244,3,Summer,-0.5000000000000004,-0.900968867902419
284,1972-09-30,14071.500259377062,0,1972,9,30,39,5,274,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
285,1972-10-31,5741.600106976926,0,1972,10,31,44,1,305,4,Fall,0.5000000000000001,0.6234898018587336
286,1972-11-30,23687.900453589857,0,1972,11,30,48,3,335,4,Fall,0.8660254037844384,-0.900968867902419
287,1972-12-31,52653.90096595138,0,1972,12,31,52,6,366,4,Winter,1.0,0.6234898018587334
288,1973-01-31,33313.90051793307,0,1973,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
289,1973-02-28,11854.800216428936,0,1973,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
290,1973-03-31,21658.200317002833,0,1973,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
291,1973-04-30,7836.500130087137,0,1973,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
292,1973-05-31,10552.000182464719,0,1973,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
293,1973-06-30,9888.700184054673,0,1973,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
294,1973-07-31,911.6000255271792,0,1973,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
295,1973-08-31,2018.5000149160624,0,1973,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
296,1973-09-30,12600.800287127495,0,1973,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
297,1973-10-31,20458.60039511323,0,1973,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
298,1973-11-30,62278.101140245795,0,1973,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
299,1973-12-31,54059.801021017134,0,1973,12,31,1,0,365,4,Winter,1.0,1.0
300,1974-01-31,54307.10095645487,0,1974,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
301,1974-02-28,37043.10076929629,0,1974,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
302,1974-03-31,42196.00053241849,0,1974,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
303,1974-04-30,18165.600362353027,0,1974,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
304,1974-05-31,14272.50024434179,0,1974,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
305,1974-06-30,6408.000115193427,0,1974,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
306,1974-07-31,8838.400187633932,0,1974,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
307,1974-08-31,690.5000081211329,0,1974,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
308,1974-09-30,2461.300038434565,0,1974,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
309,1974-10-31,6358.80011087656,0,1974,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
310,1974-11-30,31956.200573161244,0,1974,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
311,1974-12-31,45669.40081656724,0,1974,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
312,1975-01-31,41843.900805689394,0,1975,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
313,1975-02-28,32705.20057719201,0,1975,2,28,9,4,59,1,Winter,0.5000000000000001,-0.9009688679024191
314,1975-03-31,28233.800514101982,0,1975,3,31,14,0,90,1,Spring,6.123233995736766e-17,1.0
315,1975-04-30,12579.000248000026,0,1975,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
316,1975-05-31,10527.900207608938,0,1975,5,31,22,5,151,2,Spring,-0.8660254037844387,-0.2225209339563146
317,1975-06-30,5302.500097550452,0,1975,6,30,27,0,181,2,Summer,-1.0,1.0
318,1975-07-31,1885.0000300556421,0,1975,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
319,1975-08-31,13878.900269374251,0,1975,8,31,35,6,243,3,Summer,-0.5000000000000004,0.6234898018587334
320,1975-09-30,529.3000059127808,0,1975,9,30,40,1,273,3,Fall,-1.8369701987210297e-16,0.6234898018587336
321,1975-10-31,44183.50066156685,0,1975,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
322,1975-11-30,41037.80060303211,0,1975,11,30,48,6,334,4,Fall,0.8660254037844384,0.6234898018587334
323,1975-12-31,50306.50076303631,0,1975,12,31,1,2,365,4,Winter,1.0,-0.22252093395631434
324,1976-01-31,38870.2008465752,0,1976,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
325,1976-02-29,34720.200530163944,0,1976,2,29,9,6,60,1,Winter,0.5000000000000001,0.6234898018587334
326,1976-03-31,26226.10044132918,0,1976,3,31,14,2,91,1,Spring,6.123233995736766e-17,-0.22252093395631434
327,1976-04-30,12388.10021198541,0,1976,4,30,18,4,121,2,Spring,-0.4999999999999998,-0.9009688679024191
328,1976-05-31,8602.600131057203,0,1976,5,31,23,0,152,2,Spring,-0.8660254037844387,1.0
329,1976-06-30,5089.400115355849,0,1976,6,30,27,2,182,2,Summer,-1.0,-0.22252093395631434
330,1976-07-31,4857.500073894858,0,1976,7,31,31,5,213,3,Summer,-0.8660254037844388,-0.2225209339563146
331,1976-08-31,10124.600175194442,0,1976,8,31,36,1,244,3,Summer,-0.5000000000000004,0.6234898018587336
332,1976-09-30,4559.200074195862,0,1976,9,30,40,3,274,3,Fall,-1.8369701987210297e-16,-0.900968867902419
333,1976-10-31,10252.300174571574,0,1976,10,31,44,6,305,4,Fall,0.5000000000000001,0.6234898018587334
334,1976-11-30,8817.100122734904,0,1976,11,30,49,1,335,4,Fall,0.8660254037844384,0.6234898018587336
335,1976-12-31,14493.700232692063,0,1976,12,31,53,4,366,4,Winter,1.0,-0.9009688679024191
336,1977-01-31,11738.800245717168,0,1977,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
337,1977-02-28,20259.800414204597,0,1977,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
338,1977-03-31,31032.200438395143,0,1977,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
339,1977-04-30,6975.600113794208,0,1977,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
340,1977-05-31,18378.600225493312,0,1977,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
341,1977-06-30,3912.800063572824,0,1977,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
342,1977-07-31,2917.600027345121,0,1977,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
343,1977-08-31,10623.10019711405,0,1977,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
344,1977-09-30,16630.70025704056,0,1977,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
345,1977-10-31,17279.300283886492,0,1977,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
346,1977-11-30,43385.50069732219,0,1977,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
347,1977-12-31,51177.900985881686,0,1977,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
348,1978-01-31,28824.30039834231,0,1978,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
349,1978-02-28,22389.30038959533,0,1978,2,28,9,1,59,1,Winter,0.5000000000000001,0.6234898018587336
350,1978-03-31,14834.200261324644,0,1978,3,31,13,4,90,1,Spring,6.123233995736766e-17,-0.9009688679024191
351,1978-04-30,20509.800313182175,0,1978,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
352,1978-05-31,14461.80021801591,0,1978,5,31,22,2,151,2,Spring,-0.8660254037844387,-0.22252093395631434
353,1978-06-30,6686.700096979737,0,1978,6,30,26,4,181,2,Summer,-1.0,-0.9009688679024191
354,1978-07-31,2876.200056090951,0,1978,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
355,1978-08-31,11508.100153118372,0,1978,8,31,35,3,243,3,Summer,-0.5000000000000004,-0.900968867902419
356,1978-09-30,20472.900326617062,0,1978,9,30,39,5,273,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
357,1978-10-31,4847.70010638237,0,1978,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
358,1978-11-30,21902.000367552042,0,1978,11,30,48,3,334,4,Fall,0.8660254037844384,-0.900968867902419
359,1978-12-31,20423.00036434084,0,1978,12,31,52,6,365,4,Winter,1.0,0.6234898018587334
360,1979-01-31,14301.400241047144,0,1979,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
361,1979-02-28,46922.80082542449,0,1979,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
362,1979-03-31,16139.500247485936,0,1979,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
363,1979-04-30,16744.200280673802,0,1979,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
364,1979-05-31,11570.90018453449,0,1979,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
365,1979-06-30,4560.200094014406,0,1979,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
366,1979-07-31,4538.500069767237,0,1979,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
367,1979-08-31,3798.1000707298517,0,1979,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
368,1979-09-30,11986.800189651549,0,1979,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
369,1979-10-31,27062.300401560962,0,1979,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
370,1979-11-30,19985.00033249706,0,1979,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
371,1979-12-31,54766.50116625428,0,1979,12,31,1,0,365,4,Winter,1.0,1.0
372,1980-01-31,28378.10045091808,0,1980,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
373,1980-02-29,31014.00059978664,0,1980,2,29,9,4,60,1,Winter,0.5000000000000001,-0.9009688679024191
374,1980-03-31,23458.20048993081,0,1980,3,31,14,0,91,1,Spring,6.123233995736766e-17,1.0
375,1980-04-30,19554.500408299267,0,1980,4,30,18,2,121,2,Spring,-0.4999999999999998,-0.22252093395631434
376,1980-05-31,7431.6001333892345,0,1980,5,31,22,5,152,2,Spring,-0.8660254037844387,-0.2225209339563146
377,1980-06-30,8944.900133050978,0,1980,6,30,27,0,182,2,Summer,-1.0,1.0
378,1980-07-31,3502.300065241754,0,1980,7,31,31,3,213,3,Summer,-0.8660254037844388,-0.900968867902419
379,1980-08-31,2895.500042654574,0,1980,8,31,35,6,244,3,Summer,-0.5000000000000004,0.6234898018587334
380,1980-09-30,10116.600120842457,0,1980,9,30,40,1,274,3,Fall,-1.8369701987210297e-16,0.6234898018587336
381,1980-10-31,8988.600141637027,0,1980,10,31,44,4,305,4,Fall,0.5000000000000001,-0.9009688679024191
382,1980-11-30,41878.9008051008,0,1980,11,30,48,6,335,4,Fall,0.8660254037844384,0.6234898018587334
383,1980-12-31,50820.20077484846,0,1980,12,31,1,2,366,4,Winter,1.0,-0.22252093395631434
384,1981-01-31,13203.100187659264,0,1981,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
385,1981-02-28,30023.400459878147,0,1981,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
386,1981-03-31,20985.100318692625,0,1981,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
387,1981-04-30,21227.700329504907,0,1981,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
388,1981-05-31,12056.600214347243,0,1981,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
389,1981-06-30,17000.600277878344,0,1981,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
390,1981-07-31,2923.6000533625484,0,1981,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
391,1981-08-31,1418.1000167056918,0,1981,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
392,1981-09-30,14328.300263822079,0,1981,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
393,1981-10-31,31564.2004551515,0,1981,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
394,1981-11-30,33494.90056721866,0,1981,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
395,1981-12-31,57283.80104094744,0,1981,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
396,1982-01-31,46324.200684815645,0,1982,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
397,1982-02-28,44140.400921314955,0,1982,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
398,1982-03-31,24835.700518004596,0,1982,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
399,1982-04-30,26827.800351396203,0,1982,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
400,1982-05-31,2938.600040279329,0,1982,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
401,1982-06-30,6661.700153969228,0,1982,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
402,1982-07-31,3970.9000982642174,0,1982,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
403,1982-08-31,3299.3000807613134,0,1982,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
404,1982-09-30,10495.500187449157,0,1982,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
405,1982-10-31,28166.100400432944,0,1982,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
406,1982-11-30,28901.40052805841,0,1982,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
407,1982-12-31,47895.200796186924,0,1982,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
408,1983-01-31,42954.00074010342,0,1983,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
409,1983-02-28,47414.90084005892,0,1983,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
410,1983-03-31,39875.50069332868,0,1983,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
411,1983-04-30,12137.300213642418,0,1983,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
412,1983-05-31,9849.800163507462,0,1983,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
413,1983-06-30,11438.500242710114,0,1983,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
414,1983-07-31,14550.200282141566,0,1983,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
415,1983-08-31,6308.900108426809,0,1983,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
416,1983-09-30,8646.300093248487,0,1983,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
417,1983-10-31,10061.90022111684,0,1983,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
418,1983-11-30,61661.701036565006,0,1983,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
419,1983-12-31,35016.900745756924,0,1983,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
420,1984-01-31,30463.100451909006,0,1984,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
421,1984-02-29,33500.70065455139,0,1984,2,29,9,2,60,1,Winter,0.5000000000000001,-0.22252093395631434
422,1984-03-31,26784.200542993844,0,1984,3,31,13,5,91,1,Spring,6.123233995736766e-17,-0.2225209339563146
423,1984-04-30,20173.400326304138,0,1984,4,30,18,0,121,2,Spring,-0.4999999999999998,1.0
424,1984-05-31,20751.80034905672,0,1984,5,31,22,3,152,2,Spring,-0.8660254037844387,-0.900968867902419
425,1984-06-30,12606.000204756856,0,1984,6,30,26,5,182,2,Summer,-1.0,-0.2225209339563146
426,1984-07-31,686.8000076934695,0,1984,7,31,31,1,213,3,Summer,-0.8660254037844388,0.6234898018587336
427,1984-08-31,2197.5000365674496,0,1984,8,31,35,4,244,3,Summer,-0.5000000000000004,-0.9009688679024191
428,1984-09-30,8213.700164861977,0,1984,9,30,39,6,274,3,Fall,-1.8369701987210297e-16,0.6234898018587334
429,1984-10-31,30317.700519904494,0,1984,10,31,44,2,305,4,Fall,0.5000000000000001,-0.22252093395631434
430,1984-11-30,55445.30092149228,0,1984,11,30,48,4,335,4,Fall,0.8660254037844384,-0.9009688679024191
431,1984-12-31,27818.700580187142,0,1984,12,31,1,0,366,4,Winter,1.0,1.0
432,1985-01-31,2868.3000397905707,0,1985,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
433,1985-02-28,19482.100340120494,0,1985,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
434,1985-03-31,22565.9004066512,0,1985,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
435,1985-04-30,12296.90024138987,0,1985,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
436,1985-05-31,6601.300128340721,0,1985,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
437,1985-06-30,10637.800182014704,0,1985,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
438,1985-07-31,1160.3000194132328,0,1985,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
439,1985-08-31,3195.9000496938825,0,1985,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
440,1985-09-30,10349.000215128064,0,1985,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
441,1985-10-31,31734.000534452498,0,1985,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
442,1985-11-30,23536.200399652123,0,1985,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
443,1985-12-31,11837.400198973715,0,1985,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
444,1986-01-31,42841.30073258281,0,1986,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
445,1986-02-28,43592.60087468475,0,1986,2,28,9,4,59,1,Winter,0.5000000000000001,-0.9009688679024191
446,1986-03-31,23578.60036816448,0,1986,3,31,14,0,90,1,Spring,6.123233995736766e-17,1.0
447,1986-04-30,14439.600222587585,0,1986,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
448,1986-05-31,16677.100268125534,0,1986,5,31,22,5,151,2,Spring,-0.8660254037844387,-0.2225209339563146
449,1986-06-30,4158.000067397952,0,1986,6,30,27,0,181,2,Summer,-1.0,1.0
450,1986-07-31,5234.0000917464495,0,1986,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
451,1986-08-31,314.8000059053302,0,1986,8,31,35,6,243,3,Summer,-0.5000000000000004,0.6234898018587334
452,1986-09-30,15609.400244884193,0,1986,9,30,40,1,273,3,Fall,-1.8369701987210297e-16,0.6234898018587336
453,1986-10-31,15148.600326426327,0,1986,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
454,1986-11-30,39565.900627203286,0,1986,11,30,48,6,334,4,Fall,0.8660254037844384,0.6234898018587334
455,1986-12-31,22109.500327289104,0,1986,12,31,1,2,365,4,Winter,1.0,-0.22252093395631434
456,1987-01-31,37192.7006335184,0,1987,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
457,1987-02-28,23723.50047504902,0,1987,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
458,1987-03-31,31053.20049469173,0,1987,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
459,1987-04-30,11783.800201170146,0,1987,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
460,1987-05-31,12628.100184112787,0,1987,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
461,1987-06-30,2678.4000475406647,0,1987,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
462,1987-07-31,5561.000103548169,0,1987,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
463,1987-08-31,1248.2000279575586,0,1987,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
464,1987-09-30,2415.7000281512737,0,1987,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
465,1987-10-31,1663.9000363126397,0,1987,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
466,1987-11-30,20833.20036996901,0,1987,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
467,1987-12-31,47262.400801070035,0,1987,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
468,1988-01-31,31514.10060159117,0,1988,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
469,1988-02-29,12413.800191126764,0,1988,2,29,9,0,60,1,Winter,0.5000000000000001,1.0
470,1988-03-31,28082.800532639027,0,1988,3,31,13,3,91,1,Spring,6.123233995736766e-17,-0.900968867902419
471,1988-04-30,19798.600326031446,0,1988,4,30,17,5,121,2,Spring,-0.4999999999999998,-0.2225209339563146
472,1988-05-31,18624.40032221377,0,1988,5,31,22,1,152,2,Spring,-0.8660254037844387,0.6234898018587336
473,1988-06-30,8898.300162352622,0,1988,6,30,26,3,182,2,Summer,-1.0,-0.900968867902419
474,1988-07-31,3067.4000434949994,0,1988,7,31,30,6,213,3,Summer,-0.8660254037844388,0.6234898018587334
475,1988-08-31,1609.5000398755074,0,1988,8,31,35,2,244,3,Summer,-0.5000000000000004,-0.22252093395631434
476,1988-09-30,8704.200127713382,0,1988,9,30,39,4,274,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
477,1988-10-31,10931.400173775852,0,1988,10,31,44,0,305,4,Fall,0.5000000000000001,1.0
478,1988-11-30,50562.90088907629,0,1988,11,30,48,2,335,4,Fall,0.8660254037844384,-0.22252093395631434
479,1988-12-31,27527.300517849624,0,1988,12,31,52,5,366,4,Winter,1.0,-0.2225209339563146
480,1989-01-31,33386.00051946193,0,1989,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
481,1989-02-28,17580.900309048593,0,1989,2,28,9,1,59,1,Winter,0.5000000000000001,0.6234898018587336
482,1989-03-31,37920.80063378811,0,1989,3,31,13,4,90,1,Spring,6.123233995736766e-17,-0.9009688679024191
483,1989-04-30,13023.90022739768,0,1989,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
484,1989-05-31,10274.600156456232,0,1989,5,31,22,2,151,2,Spring,-0.8660254037844387,-0.22252093395631434
485,1989-06-30,5813.900087282062,0,1989,6,30,26,4,181,2,Summer,-1.0,-0.9009688679024191
486,1989-07-31,4189.300042241812,0,1989,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
487,1989-08-31,6596.600146964192,0,1989,8,31,35,3,243,3,Summer,-0.5000000000000004,-0.900968867902419
