,time,precipitation,location_cluster,year,month,day,week_of_year,day_of_week,day_of_year,quarter,season,month_cos,day_of_week_cos
488,1989-09-30,2090.4000385701656,0,1989,9,30,39,5,273,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
489,1989-10-31,19719.300404414535,0,1989,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
490,1989-11-30,29852.600383095443,0,1989,11,30,48,3,334,4,Fall,0.8660254037844384,-0.900968867902419
491,1989-12-31,19870.30035635084,0,1989,12,31,52,6,365,4,Winter,1.0,0.6234898018587334
492,1990-01-31,52324.30075156689,0,1990,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
493,1990-02-28,38084.10063987225,0,1990,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
494,1990-03-31,17430.000231035054,0,1990,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
495,1990-04-30,14125.200191117823,0,1990,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
496,1990-05-31,13220.000230304897,0,1990,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
497,1990-06-30,11982.000223271549,0,1990,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
498,1990-07-31,2265.50004350394,0,1990,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
499,1990-08-31,6796.1001234054565,0,1990,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
500,1990-09-30,1458.000035919249,0,1990,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
501,1990-10-31,31553.5005858168,0,1990,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
502,1990-11-30,44972.80084694922,0,1990,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
503,1990-12-31,27883.100367620587,0,1990,12,31,1,0,365,4,Winter,1.0,1.0
504,1991-01-31,26563.000424407423,0,1991,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
505,1991-02-28,30751.300538554788,0,1991,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
506,1991-03-31,26036.100495249033,0,1991,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
507,1991-04-30,25866.400358512998,0,1991,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
508,1991-05-31,13111.900156632066,0,1991,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
509,1991-06-30,6129.100103326142,0,1991,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
510,1991-07-31,2406.200039230287,0,1991,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
511,1991-08-31,12915.800206415355,0,1991,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
512,1991-09-30,371.70000667870045,0,1991,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
513,1991-10-31,9449.000134147704,0,1991,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
514,1991-11-30,41246.4006293565,0,1991,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
515,1991-12-31,27182.500492326915,0,1991,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
516,1992-01-31,42863.000943772495,0,1992,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
517,1992-02-29,22133.80038805306,0,1992,2,29,9,5,60,1,Winter,0.5000000000000001,-0.2225209339563146
518,1992-03-31,6754.700112350285,0,1992,3,31,14,1,91,1,Spring,6.123233995736766e-17,0.6234898018587336
519,1992-04-30,28738.00060246885,0,1992,4,30,18,3,121,2,Spring,-0.4999999999999998,-0.900968867902419
520,1992-05-31,2260.500030145049,0,1992,5,31,22,6,152,2,Spring,-0.8660254037844387,0.6234898018587334
521,1992-06-30,6059.900085352361,0,1992,6,30,27,1,182,2,Summer,-1.0,0.6234898018587336
522,1992-07-31,3377.0000453218818,0,1992,7,31,31,4,213,3,Summer,-0.8660254037844388,-0.9009688679024191
523,1992-08-31,2810.7000391855836,0,1992,8,31,36,0,244,3,Summer,-0.5000000000000004,1.0
524,1992-09-30,9355.400175452232,0,1992,9,30,40,2,274,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
525,1992-10-31,16659.50028345734,0,1992,10,31,44,5,305,4,Fall,0.5000000000000001,-0.2225209339563146
526,1992-11-30,31186.500527001917,0,1992,11,30,49,0,335,4,Fall,0.8660254037844384,1.0
527,1992-12-31,34916.90056479722,0,1992,12,31,53,3,366,4,Winter,1.0,-0.900968867902419
528,1993-01-31,24695.90041729808,0,1993,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
529,1993-02-28,7942.400102697313,0,1993,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
530,1993-03-31,27764.50046145916,0,1993,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
531,1993-04-30,33887.80060566217,0,1993,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
532,1993-05-31,20153.80032018572,0,1993,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
533,1993-06-30,12413.300140962005,0,1993,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
534,1993-07-31,6607.000131674111,0,1993,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
535,1993-08-31,3013.5000736936927,0,1993,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
536,1993-09-30,487.00000926852226,0,1993,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
537,1993-10-31,9308.900192409754,0,1993,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
538,1993-11-30,11779.700198061764,0,1993,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
539,1993-12-31,37694.20044018328,0,1993,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
540,1994-01-31,26762.20046272874,0,1994,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
541,1994-02-28,34401.600528270006,0,1994,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
542,1994-03-31,21201.300285339355,0,1994,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
543,1994-04-30,13840.000212445855,0,1994,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
544,1994-05-31,8676.70014115423,0,1994,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
545,1994-06-30,10312.300198554993,0,1994,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
546,1994-07-31,2139.900012984872,0,1994,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
547,1994-08-31,1710.0000317692757,0,1994,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
548,1994-09-30,7264.800131447613,0,1994,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
549,1994-10-31,24711.800427250564,0,1994,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
550,1994-11-30,42819.20077736676,0,1994,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
551,1994-12-31,48678.80090586841,0,1994,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
552,1949-01-31,2530.666888554855,2,1949,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
553,1949-02-28,13777.939094654887,2,1949,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
554,1949-03-31,5506.823131231279,2,1949,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
555,1949-04-30,2439.800026103854,2,1949,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
556,1949-05-31,2479.7000425830483,2,1949,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
557,1949-06-30,1868.0000285357237,2,1949,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
558,1949-07-31,1393.100022315979,2,1949,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
559,1949-08-31,1343.6000173315406,2,1949,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
560,1949-09-30,3432.500078469515,2,1949,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
561,1949-10-31,6599.100118324161,2,1949,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
562,1949-11-30,12452.500238768756,2,1949,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
563,1949-12-31,10261.700163848698,2,1949,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
564,1950-01-31,10127.900179445744,2,1950,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
565,1950-02-28,9709.300162382424,2,1950,2,28,9,1,59,1,Winter,0.5000000000000001,0.6234898018587336
566,1950-03-31,11569.80023008585,2,1950,3,31,13,4,90,1,Spring,6.123233995736766e-17,-0.9009688679024191
567,1950-04-30,4562.600068993866,2,1950,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
568,1950-05-31,2298.3000453040004,2,1950,5,31,22,2,151,2,Spring,-0.8660254037844387,-0.22252093395631434
569,1950-06-30,5986.6001113802195,2,1950,6,30,26,4,181,2,Summer,-1.0,-0.9009688679024191
570,1950-07-31,2168.1000393033028,2,1950,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
571,1950-08-31,2022.900034584105,2,1950,8,31,35,3,243,3,Summer,-0.5000000000000004,-0.900968867902419
572,1950-09-30,1712.8000241592526,2,1950,9,30,39,5,273,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
573,1950-10-31,15316.100284986198,2,1950,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
574,1950-11-30,11910.100223176181,2,1950,11,30,48,3,334,4,Fall,0.8660254037844384,-0.900968867902419
575,1950-12-31,10951.000155903399,2,1950,12,31,52,6,365,4,Winter,1.0,0.6234898018587334
576,1951-01-31,12245.30022329092,2,1951,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
577,1951-02-28,10233.100140303373,2,1951,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
578,1951-03-31,6687.20011588186,2,1951,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
579,1951-04-30,1278.8000274300575,2,1951,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
580,1951-05-31,4226.000054128468,2,1951,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
581,1951-06-30,3564.3000628203154,2,1951,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
582,1951-07-31,1207.3000162914395,2,1951,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
583,1951-08-31,3348.0000581219792,2,1951,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
584,1951-09-30,3641.100052587688,2,1951,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
585,1951-10-31,12008.000223338604,2,1951,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
586,1951-11-30,9001.000143885612,2,1951,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
587,1951-12-31,9831.900125287473,2,1951,12,31,1,0,365,4,Winter,1.0,1.0
588,1952-01-31,8887.700176157057,2,1952,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
589,1952-02-29,4969.300105966628,2,1952,2,29,9,4,60,1,Winter,0.5000000000000001,-0.9009688679024191
590,1952-03-31,3970.000054962933,2,1952,3,31,14,0,91,1,Spring,6.123233995736766e-17,1.0
591,1952-04-30,3143.400049686432,2,1952,4,30,18,2,121,2,Spring,-0.4999999999999998,-0.22252093395631434
592,1952-05-31,2803.5000475645065,2,1952,5,31,22,5,152,2,Spring,-0.8660254037844387,-0.2225209339563146
593,1952-06-30,6608.600100420415,2,1952,6,30,27,0,182,2,Summer,-1.0,1.0
594,1952-07-31,780.6000162363052,2,1952,7,31,31,3,213,3,Summer,-0.8660254037844388,-0.900968867902419
595,1952-08-31,1174.600012011826,2,1952,8,31,35,6,244,3,Summer,-0.5000000000000004,0.6234898018587334
596,1952-09-30,1395.7000331133604,2,1952,9,30,40,1,274,3,Fall,-1.8369701987210297e-16,0.6234898018587336
597,1952-10-31,1270.2000245302916,2,1952,10,31,44,4,305,4,Fall,0.5000000000000001,-0.9009688679024191
598,1952-11-30,1982.1000293120742,2,1952,11,30,48,6,335,4,Fall,0.8660254037844384,0.6234898018587334
599,1952-12-31,9611.400180839002,2,1952,12,31,1,2,366,4,Winter,1.0,-0.22252093395631434
600,1953-01-31,21604.000404767692,2,1953,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
601,1953-02-28,5869.800095587969,2,1953,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
602,1953-03-31,5497.200088471174,2,1953,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
603,1953-04-30,5458.500096835196,2,1953,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
604,1953-05-31,5645.800089918077,2,1953,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
605,1953-06-30,5979.100094668567,2,1953,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
606,1953-07-31,651.5000094398856,2,1953,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
607,1953-08-31,3602.100072041154,2,1953,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
608,1953-09-30,2573.9000609964132,2,1953,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
609,1953-10-31,4366.100045159459,2,1953,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
610,1953-11-30,9041.400147393346,2,1953,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
611,1953-12-31,11737.40022558719,2,1953,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
612,1954-01-31,14357.600275568664,2,1954,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
613,1954-02-28,7402.300078228116,2,1954,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
614,1954-03-31,3953.4000639244914,2,1954,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
615,1954-04-30,4542.900092199445,2,1954,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
616,1954-05-31,3542.0000459104776,2,1954,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
617,1954-06-30,4926.800098441541,2,1954,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
618,1954-07-31,2599.2000351399183,2,1954,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
619,1954-08-31,4515.300101056695,2,1954,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
620,1954-09-30,3739.200064226985,2,1954,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
621,1954-10-31,3624.8000630885363,2,1954,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
622,1954-11-30,10470.200204983354,2,1954,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
623,1954-12-31,7813.400100290775,2,1954,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
624,1955-01-31,4641.300086274743,2,1955,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
625,1955-02-28,6773.500125423074,2,1955,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
626,1955-03-31,6415.200129754841,2,1955,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
627,1955-04-30,7524.40015373379,2,1955,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
628,1955-05-31,3924.7000816091895,2,1955,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
629,1955-06-30,3307.900041244924,2,1955,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
630,1955-07-31,5069.200101405382,2,1955,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
631,1955-08-31,153.3000027090311,2,1955,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
632,1955-09-30,3176.8000367581844,2,1955,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
633,1955-10-31,11685.100200101733,2,1955,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
634,1955-11-30,12642.600200079381,2,1955,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
635,1955-12-31,14445.600258857012,2,1955,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
636,1956-01-31,11324.300189189613,2,1956,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
637,1956-02-29,6576.300096556544,2,1956,2,29,9,2,60,1,Winter,0.5000000000000001,-0.22252093395631434
638,1956-03-31,7400.300128109753,2,1956,3,31,13,5,91,1,Spring,6.123233995736766e-17,-0.2225209339563146
639,1956-04-30,1071.600014232099,2,1956,4,30,18,0,121,2,Spring,-0.4999999999999998,1.0
640,1956-05-31,2575.5000425055623,2,1956,5,31,22,3,152,2,Spring,-0.8660254037844387,-0.900968867902419
641,1956-06-30,6216.2001122534275,2,1956,6,30,26,5,182,2,Summer,-1.0,-0.2225209339563146
642,1956-07-31,1768.4000238105655,2,1956,7,31,31,1,213,3,Summer,-0.8660254037844388,0.6234898018587336
643,1956-08-31,3148.800059579313,2,1956,8,31,35,4,244,3,Summer,-0.5000000000000004,-0.9009688679024191
644,1956-09-30,3295.4000495001674,2,1956,9,30,39,6,274,3,Fall,-1.8369701987210297e-16,0.6234898018587334
645,1956-10-31,10432.200191408396,2,1956,10,31,44,2,305,4,Fall,0.5000000000000001,-0.22252093395631434
646,1956-11-30,3437.50005748868,2,1956,11,30,48,4,335,4,Fall,0.8660254037844384,-0.9009688679024191
647,1956-12-31,9515.10017426312,2,1956,12,31,1,0,366,4,Winter,1.0,1.0
648,1957-01-31,5437.400077834725,2,1957,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
649,1957-02-28,8320.500137709081,2,1957,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
650,1957-03-31,8440.200157679617,2,1957,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
651,1957-04-30,3238.4000587388873,2,1957,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
652,1957-05-31,7251.900122076273,2,1957,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
653,1957-06-30,4404.10009405762,2,1957,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
654,1957-07-31,1464.6000278517604,2,1957,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
655,1957-08-31,1484.000031195581,2,1957,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
656,1957-09-30,1315.1000253781676,2,1957,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
657,1957-10-31,7349.50010419637,2,1957,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
658,1957-11-30,4759.00008136034,2,1957,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
659,1957-12-31,10381.400183781981,2,1957,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
660,1958-01-31,10752.900178261101,2,1958,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
661,1958-02-28,10524.900206238031,2,1958,2,28,9,4,59,1,Winter,0.5000000000000001,-0.9009688679024191
662,1958-03-31,5167.7000847011805,2,1958,3,31,14,0,90,1,Spring,6.123233995736766e-17,1.0
663,1958-04-30,8131.600130900741,2,1958,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
664,1958-05-31,1895.3000333607197,2,1958,5,31,22,5,151,2,Spring,-0.8660254037844387,-0.2225209339563146
665,1958-06-30,4923.600063584745,2,1958,6,30,27,0,181,2,Summer,-1.0,1.0
666,1958-07-31,2274.800030529499,2,1958,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
667,1958-08-31,701.8000059276819,2,1958,8,31,35,6,243,3,Summer,-0.5000000000000004,0.6234898018587334
668,1958-09-30,3859.600081846118,2,1958,9,30,40,1,273,3,Fall,-1.8369701987210297e-16,0.6234898018587336
669,1958-10-31,6418.100131139159,2,1958,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
670,1958-11-30,15368.600263945758,2,1958,11,30,48,6,334,4,Fall,0.8660254037844384,0.6234898018587334
671,1958-12-31,10561.000203639269,2,1958,12,31,1,2,365,4,Winter,1.0,-0.22252093395631434
672,1959-01-31,15029.500255443156,2,1959,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
673,1959-02-28,5570.0000822246075,2,1959,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
674,1959-03-31,6631.60012023896,2,1959,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
675,1959-04-30,5339.000092431903,2,1959,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
676,1959-05-31,5630.90009662509,2,1959,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
677,1959-06-30,3174.300051264465,2,1959,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
678,1959-07-31,776.1000120416284,2,1959,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
679,1959-08-31,2904.2000581920147,2,1959,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
680,1959-09-30,10465.800185069442,2,1959,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
681,1959-10-31,7748.00015873462,2,1959,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
682,1959-11-30,11129.100148282945,2,1959,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
683,1959-12-31,7315.000127010047,2,1959,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
684,1960-01-31,6719.600117452443,2,1960,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
685,1960-02-29,7407.700111538172,2,1960,2,29,9,0,60,1,Winter,0.5000000000000001,1.0
686,1960-03-31,7225.30012139678,2,1960,3,31,13,3,91,1,Spring,6.123233995736766e-17,-0.900968867902419
687,1960-04-30,5855.800097718835,2,1960,4,30,17,5,121,2,Spring,-0.4999999999999998,-0.2225209339563146
688,1960-05-31,8098.900158978999,2,1960,5,31,22,1,152,2,Spring,-0.8660254037844387,0.6234898018587336
689,1960-06-30,1837.6000406965613,2,1960,6,30,26,3,182,2,Summer,-1.0,-0.900968867902419
690,1960-07-31,71.70000041276217,2,1960,7,31,30,6,213,3,Summer,-0.8660254037844388,0.6234898018587334
691,1960-08-31,3409.30005864799,2,1960,8,31,35,2,244,3,Summer,-0.5000000000000004,-0.22252093395631434
692,1960-09-30,2496.1000436469913,2,1960,9,30,39,4,274,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
693,1960-10-31,6511.900112472475,2,1960,10,31,44,0,305,4,Fall,0.5000000000000001,1.0
694,1960-11-30,14098.600202016532,2,1960,11,30,48,2,335,4,Fall,0.8660254037844384,-0.22252093395631434
695,1960-12-31,4821.900058090687,2,1960,12,31,52,5,366,4,Winter,1.0,-0.2225209339563146
696,1961-01-31,8766.000133059919,2,1961,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
697,1961-02-28,15103.70029387623,2,1961,2,28,9,1,59,1,Winter,0.5000000000000001,0.6234898018587336
698,1961-03-31,7972.000129081309,2,1961,3,31,13,4,90,1,Spring,6.123233995736766e-17,-0.9009688679024191
699,1961-04-30,4680.100093275309,2,1961,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
700,1961-05-31,6640.6001182720065,2,1961,5,31,22,2,151,2,Spring,-0.8660254037844387,-0.22252093395631434
701,1961-06-30,3041.800073489547,2,1961,6,30,26,4,181,2,Summer,-1.0,-0.9009688679024191
702,1961-07-31,1813.3000393211842,2,1961,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
703,1961-08-31,2045.3000428378582,2,1961,8,31,35,3,243,3,Summer,-0.5000000000000004,-0.900968867902419
704,1961-09-30,2430.800043731928,2,1961,9,30,39,5,273,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
705,1961-10-31,6967.00011947751,2,1961,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
706,1961-11-30,7088.1001271903515,2,1961,11,30,48,3,334,4,Fall,0.8660254037844384,-0.900968867902419
707,1961-12-31,11169.600165441632,2,1961,12,31,52,6,365,4,Winter,1.0,0.6234898018587334
708,1962-01-31,6130.200122259557,2,1962,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
709,1962-02-28,4000.800069667399,2,1962,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
710,1962-03-31,6305.900112062693,2,1962,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
711,1962-04-30,4689.600083395839,2,1962,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
712,1962-05-31,5838.900102458894,2,1962,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
713,1962-06-30,2195.700046464801,2,1962,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
714,1962-07-31,880.7000126391649,2,1962,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
715,1962-08-31,3512.000069782138,2,1962,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
716,1962-09-30,4116.600085511804,2,1962,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
717,1962-10-31,6435.100102886558,2,1962,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
718,1962-11-30,12490.900218874216,2,1962,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
719,1962-12-31,8372.000127777457,2,1962,12,31,1,0,365,4,Winter,1.0,1.0
720,1963-01-31,2880.90004247427,2,1963,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
721,1963-02-28,7941.100133270025,2,1963,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
722,1963-03-31,5615.900113224983,2,1963,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
723,1963-04-30,6469.3001175150275,2,1963,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
724,1963-05-31,3448.7000428810716,2,1963,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
725,1963-06-30,3746.2000633627176,2,1963,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
726,1963-07-31,2630.100028373301,2,1963,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
727,1963-08-31,1698.9000349640846,2,1963,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
728,1963-09-30,3050.900063596666,2,1963,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
729,1963-10-31,6162.500096313655,2,1963,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
730,1963-11-30,12509.400185063481,2,1963,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
731,1963-12-31,8025.100135669112,2,1963,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
732,1964-01-31,13566.10023419559,2,1964,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
733,1964-02-29,2665.9000426083803,2,1964,2,29,9,5,60,1,Winter,0.5000000000000001,-0.2225209339563146
734,1964-03-31,7239.400086469948,2,1964,3,31,14,1,91,1,Spring,6.123233995736766e-17,0.6234898018587336
735,1964-04-30,4084.0000935196877,2,1964,4,30,18,3,121,2,Spring,-0.4999999999999998,-0.900968867902419
