,time,precipitation_diff,location_cluster,year,month,day,week_of_year,day_of_week,day_of_year,quarter,season,month_cos,day_of_week_cos
18,1953-07-31,0.6089387978523015,2,1953,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
19,1953-10-31,0.6570795331357017,2,1953,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
20,1954-01-31,1.8500143341960926,2,1954,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
21,1954-04-30,0.9049083480599327,2,1954,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
22,1954-07-31,0.5751573317790791,2,1954,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
23,1954-10-31,0.661813513349179,2,1954,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
24,1955-01-31,1.2694937306119543,2,1955,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
25,1955-04-30,1.2202986630890353,2,1955,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
26,1955-07-31,0.6794765573985942,2,1955,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
27,1955-10-31,0.8216390326316522,2,1955,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
28,1956-01-31,1.8847540391617597,2,1956,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
29,1956-04-30,0.9284210672787233,2,1956,4,30,18,0,121,2,Spring,-0.4999999999999998,1.0
30,1956-07-31,0.6235984078847144,2,1956,7,31,31,1,213,3,Summer,-0.8660254037844388,0.6234898018587336
31,1956-10-31,1.1228261089295541,2,1956,10,31,44,2,305,4,Fall,0.5000000000000001,-0.22252093395631434
32,1957-01-31,1.1560354904341992,2,1957,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
33,1957-04-30,1.1590627032463752,2,1957,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
34,1957-07-31,0.6973827365675016,2,1957,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
35,1957-10-31,0.5396024124863082,2,1957,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
36,1958-01-31,1.3845967046918617,2,1958,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
37,1958-04-30,1.257480801649872,2,1958,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
38,1958-07-31,0.5666762080919466,2,1958,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
39,1958-10-31,0.6930921184649218,2,1958,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
40,1959-01-31,2.0735126210523673,2,1959,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
41,1959-04-30,1.1817268084917527,2,1959,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
42,1959-07-31,0.5665903999150499,2,1959,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
43,1959-10-31,1.2048341188466845,2,1959,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
44,1960-01-31,1.4079662707625746,2,1960,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
45,1960-04-30,1.1548538163522182,2,1960,4,30,17,5,121,2,Spring,-0.4999999999999998,-0.2225209339563146
46,1960-07-31,0.5505577906128658,2,1960,7,31,30,6,213,3,Summer,-0.8660254037844388,0.6234898018587334
47,1960-10-31,0.7709525298610653,2,1960,10,31,44,0,305,4,Fall,0.5000000000000001,1.0
48,1961-01-31,1.5125572257749822,2,1961,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
49,1961-04-30,1.4876996148344612,2,1961,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
